"a [mm]","Alpha1 [deg]","Beta1 [deg]","Dphia [deg]","Dthetaa [deg]","Freq [GHz]","Gamma1 [deg]","h [mm]","Hprobe [mm]","numseg []","phip1 [deg]","rprobe [mm]","Rteflon [mm]","Theta [deg]","thetap1 [deg]","Phi [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,-2,-4.97459502561414,-12.8419238466265
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,-1,-4.7445950976311,-12.8140682100092
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,0,-4.51654968100339,-12.7970375261182
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,1,-4.29107390514633,-12.7917910767779
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,2,-4.06868641435132,-12.7990919977907
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,3,-3.84981561425717,-12.8195294325435
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,4,-3.63480657877128,-12.8535394267129
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,5,-3.42392824559498,-12.9014240742609
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,6,-3.21738062128329,-12.9633687133471
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,7,-3.01530179486307,-13.0394571646529
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,8,-2.81777462245001,-13.129685126441
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,9,-2.62483299526518,-13.2339719097769
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,10,-2.43646764178949,-13.3521707289837
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,11,-2.25263144353285,-13.4840777679986
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,12,-2.0732442650007,-13.629440230995
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,13,-1.8981973136695,-13.7879635609752
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,14,-1.72735705661766,-13.9593179767659
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,15,-1.56056872808826,-14.1431444394029
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,16,-1.39765946759001,-14.3390601150325
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,17,-1.23844113182213,-14.546663354627
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,18,-1.08271282616058,-14.76553816247
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,19,-0.930263202905098,-14.9952580772645
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,20,-0.780872574044132,-15.2353893440058
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,21,-0.634314885920619,-15.4854932141214
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,22,-0.490359601768777,-15.7451271789857
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,23,-0.348773535493092,-16.013844921393
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,24,-0.209322676118961,-16.2911947648746
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,25,-0.0717740369313862,-16.5767164160365
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,26,0.0641024436354858,-16.8699358346028
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,27,0.198531930770319,-17.1703581337554
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,28,0.331732642994042,-17.4774585136798
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,29,0.463913725073009,-17.7906713676367
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,30,0.59527305812029,-18.1093778753193
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,31,0.725995032787072,-18.4328926142529
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,32,0.856248322925196,-18.7604499752172
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,33,0.986183707431384,-19.0911914557981
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,34,1.11593199642893,-19.4241552126198
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,35,1.24560212380735,-19.7582695507491
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,36,1.37527947083312,-20.0923522749824
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,37,1.50502448464552,-20.4251179599375
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,38,1.63487165076759,-20.7551951339244
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,39,1.76482887036811,-21.0811550258162
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,40,1.89487728126102,-21.4015528139882
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,41,2.02497154714669,-21.7149811998115
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,42,2.15504062323006,-22.0201346384979
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,43,2.28498898909535,-22.3158808390607
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,44,2.41469832264487,-22.6013344552413
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,45,2.54402957306326,-22.8759265864683
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,46,2.67282537707599,-23.1394631659419
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,47,2.80091275196706,-23.3921658098994
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,48,2.92810599139614,-23.6346903063597
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,49,3.05420968623283,-23.8681204271026
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,50,3.17902179236164,-24.0939376983194
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,51,3.30233667042777,-24.3139705782926
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,52,3.42394802832664,-24.530328620706
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,53,3.54365170529649,-24.7453283010816
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,54,3.66124824609891,-24.9614171756443
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,55,3.77654522430671,-25.1811021037563
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,56,3.88935928454644,-25.406885732588
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,57,3.99951788413135,-25.641213690239
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,58,4.1068607244389,-25.8864332750625
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,59,4.21124087131994,-26.1447630649288
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,60,4.31252557156794,-26.4182718805276
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,61,4.41059677892432,-26.7088649052945
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,62,4.50535140822908,-27.0182744150993
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,63,4.59670134019475,-27.3480524019512
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,64,4.68457320197981,-27.6995622854475
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,65,4.76890795039287,-28.0739668051452
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,66,4.84966028531071,-28.4722090089975
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,67,4.92679792088616,-28.8949829552846
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,68,5.00030074149521,-29.342690318516
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,69,5.07015986825149,-29.8153785731318
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,70,5.13637666041535,-30.312655944731
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,71,5.19896167423811,-30.8335781319844
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,72,5.25793359979258,-31.3765024163994
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,73,5.31331819421489,-31.938907062674
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,74,5.36514722757584,-32.5171792388737
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,75,5.4134574553579,-33.1063849346205
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,76,5.45828962927573,-33.7000515386243
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,77,5.49968755597691,-34.2900187156206
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,78,5.53769721102504,-34.8664429458588
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,79,5.57236591352798,-35.4180644384817
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,80,5.60374156485505,-35.9328398521242
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,81,5.63187195311405,-36.3989815785913
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,82,5.65680412345568,-36.8063092526862
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,83,5.67858381286216,-37.1476430239409
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,84,5.6972549468788,-37.4198436088178
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,85,5.71285919478056,-37.6241398149459
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,86,5.72543557894456,-37.7656073933746
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,87,5.73502013373508,-37.8519652140907
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,88,5.74164560900575,-37.8920637523037
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,89,5.7453412133841,-37.8944603173675
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,90,5.74613239282226,-37.8663444307827
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,91,5.74404064045959,-37.8129058281598
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,92,5.73908333463258,-37.7371133058556
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,93,5.73127360285506,-37.6398189333674
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,94,5.72062021074776,-37.5200987666575
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,95,5.70712747617835,-37.3757566016363
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,96,5.69079521023818,-37.2039287011064
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,97,5.67161868807709,-37.001726320469
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,98,5.64958865398954,-36.766843311875
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,99,5.62469136643561,-36.4980498677675
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,100,5.59690868983036,-36.1955029485897
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,101,5.56621824088662,-35.8608342971472
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,102,5.53259359799446,-35.4970216694565
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,103,5.49600458251385,-35.1080925228049
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,104,5.45641762090157,-34.6987362433653
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,105,5.41379619625307,-34.2739039196594
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,106,5.36810139708789,-33.838457498496
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,107,5.3192925700271,-33.3969034152166
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,108,5.26732808139753,-32.9532200804469
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,109,5.21216619075493,-32.510770302295
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,110,5.15376603686161,-32.0722803133079
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,111,5.09208873380579,-31.6398648534523
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,112,5.0270985717426,-31.2150799392721
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,113,4.9587643132043,-30.7989890318888
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,114,4.88706057211464,-30.3922326438496
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,115,4.81196925859496,-29.9950951478151
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,116,4.73348106842031,-29.6075653856339
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,117,4.65159699163442,-29.2293896543763
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,118,4.56632981043324,-28.8601169265886
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,119,4.47770555206687,-28.4991369303934
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,120,4.38576485829824,-28.1457121318346
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,121,4.29056422903373,-27.7990048480426
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,122,4.19217709428082,-27.4581007575258
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,123,4.09069466580851,-27.1220300141191
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,124,3.98622651805206,-26.7897870424264
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,125,3.87890084722332,-26.4603499096307
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,126,3.76886435861176,-26.1326999390768
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,127,3.65628173506375,-25.8058419617498
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,128,3.54133464498558,-25.4788253026856
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,129,3.42422025627188,-25.1507652867926
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,130,3.30514923358244,-24.8208647461763
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,131,3.18434321050716,-24.4884347487132
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,132,3.06203174531366,-24.1529135778498
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,133,2.93844878885432,-23.8138829061277
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,134,2.81382871521287,-23.4710801401753
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,135,2.68840198886387,-23.1244060780373
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,136,2.56239056525255,-22.773927297234
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,137,2.43600314325571,-22.4198730518727
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,138,2.30943040625967,-22.0626268536293
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,139,2.18284040185425,-21.702713292689
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,140,2.05637421680055,-21.3407809725879
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,141,1.9301421027305,-20.9775826512586
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,142,1.80422019825022,-20.613953781057
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,143,1.67864797469599,-20.2507906237707
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,144,1.55342650643989,-19.8890289995759
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,145,1.42851763382574,-19.5296245395648
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,146,1.30384404964821,-19.1735350821469
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,147,1.17929030114119,-18.8217056151865
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,148,1.05470466148565,-18.4750559432438
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,149,0.929901790561703,-18.1344710699098
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,150,0.804666076366299,-17.8007941379728
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,151,0.678755527920507,-17.4748216670165
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,152,0.551906078586698,-17.1573007658218
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,153,0.42383615572052,-16.8489279692494
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,154,0.294251377980002,-16.5503493483027
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,155,0.162849254288823,-16.2621615599268
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,156,0.029323776863562,-15.9849135326682
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,157,-0.10663017690072,-15.7191085197096
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,158,-0.245312694340052,-15.4652062874811
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,159,-0.387014964844873,-15.2236252427829
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,160,-0.532015716148642,-14.9947443320118
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,161,-0.680577939185723,-14.7789045713967
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,162,-0.832945872125524,-14.5764100865239
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,163,-0.989342198672632,-14.387528552745
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,164,-1.14996540395554,-14.212490935495
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,165,-1.31498722338378,-14.0514904315387
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,166,-1.48455011567922,-13.9046805093117
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,167,-1.65876469076743,-13.7721719396461
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,168,-1.83770702623751,-13.654028698326
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,169,-2.02141581258819,-13.5502626105677
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,170,-2.20988927752442,-13.460826596685
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,171,-2.40308185333159,-13.385606370768
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,172,-2.60090056916837,-13.3244104442456
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,173,-2.80320117246323,-13.2769582994606
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,174,-3.00978401107591,-13.2428666327527
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,175,-3.22038974115211,-13.2216336325808
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,176,-3.43469496526707,-13.2126213695615
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,177,-3.65230795191281,-13.2150365486431
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,178,-3.87276464056635,-13.2279101278947
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,179,-4.09552519563283,-13.250076662464
100,0,0,33.3212,33.5657,1.57542,0,1.524,15.07,19,94.5327,0.65,2.05,90,95.5768,180,-4.31997143545414,-13.280154700304
