"a [mm]","Alpha1 [deg]","Beta1 [deg]","Dphia [deg]","Dthetaa [deg]","Freq [GHz]","Gamma1 [deg]","h [mm]","Hprobe [mm]","numseg []","Phi [deg]","phip1 [deg]","rprobe [mm]","Rteflon [mm]","thetap1 [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-180,-4.29880401504091,-12.8401813281764
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-179,-4.51052340844201,-12.8638745616593
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-178,-4.72374040932169,-12.8970389404568
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-177,-4.93791351434778,-12.9379650091754
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-176,-5.15241718098006,-12.98469149676
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-175,-5.36654151106634,-13.0350023490099
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-174,-5.57949445339953,-13.0864372001031
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-173,-5.790407009195,-13.1363198230645
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-172,-5.99834189674618,-13.1818088604318
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-171,-6.20230605348041,-13.2199739802983
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-170,-6.40126721279822,-13.2478982665264
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-169,-6.59417458136198,-13.2628040771
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-168,-6.77998336002197,-13.2621951026101
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-167,-6.95768251044573,-13.2440027123969
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-166,-7.12632479657531,-13.2067210844714
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-165,-7.2850577670609,-13.1495143825906
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-164,-7.43315404504578,-13.0722812900656
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-163,-7.57003911201675,-12.9756675786068
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-162,-7.69531476212036,-12.8610250417712
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-161,-7.80877659134038,-12.7303231959684
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-160,-7.91042427060251,-12.586026629893
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-159,-8.00046389663471,-12.4309543338203
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-158,-8.07930235172721,-12.2681373678123
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-157,-8.1475342471539,-12.1006884466496
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-156,-8.20592258744897,-11.9316926439213
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-155,-8.25537470310268,-11.7641237381645
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-154,-8.29691521642999,-11.6007867115524
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-153,-8.33165782318047,-11.4442840638377
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-152,-8.36077751628078,-11.2970019936043
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-151,-8.38548459516161,-11.1611119249347
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-150,-8.40700145098578,-11.0385830070371
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-149,-8.42654274899175,-10.9312017769704
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-148,-8.44529928766108,-10.8405959043269
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-147,-8.46442552935579,-10.7682596639867
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-146,-8.48503058239682,-10.7155794112082
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-145,-8.50817227177512,-10.6838578150324
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-144,-8.53485385760492,-10.6743359236517
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-143,-8.56602293497611,-10.6882122837486
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-142,-8.60257206230186,-10.7266583083227
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-141,-8.64534070445749,-10.7908288655603
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-140,-8.69511813075622,-10.8818666040133
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-139,-8.75264696738137,-11.0008977625016
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-138,-8.81862716306788,-11.1490160148189
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-137,-8.89372018157855,-11.3272490817918
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-136,-8.97855328260981,-11.5365001324226
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-135,-9.07372379325334,-11.7774520171168
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-134,-9.17980330500462,-12.050416673654
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-133,-9.29734175707382,-12.3551042080893
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-132,-9.4268713862496,-12.6902762070066
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-131,-9.56891053774006,-13.053237290015
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-130,-9.72396734120929,-13.4391130963568
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-129,-9.89254326250548,-13.839875594504
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-128,-10.0751365450722,-14.2431370931335
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-127,-10.2722455563419,-14.6308921654812
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-126,-10.4843720539664,-14.9786941308835
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-125,-10.7120243848229,-15.2561797392623
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-124,-10.955720626476,-15.4301081453171
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-123,-11.2159916761213,-15.4704964350757
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-122,-11.4933842857783,-15.358514866733
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-121,-11.7884640342015,-15.0925326600121
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-120,-12.1018182149566,-14.68867492579
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-119,-12.4340586053645,-14.1755254265602
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-118,-12.7858240611043,-13.5862493143176
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-117,-13.1577828541549,-12.9519857057324
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-116,-13.550634634597,-12.2982771738523
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-115,-13.9651118455576,-11.6441920446363
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-114,-14.4019803495939,-11.0029927090703
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-113,-14.8620389260194,-10.3833656972704
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-112,-15.3461171605857,-9.79065771283274
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-111,-15.8550710551387,-9.22789680950238
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-110,-16.3897754117466,-8.69655863398374
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-109,-16.9511116594353,-8.19711097786054
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-108,-17.5399492432597,-7.72938823402341
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-107,-18.1571179151339,-7.29284344288727
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-106,-18.8033671546655,-6.88671535855033
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-105,-19.4793073687364,-6.51013775667091
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-104,-20.185325286989,-6.16220999426913
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-103,-20.9214628587561,-5.84204180055785
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-102,-21.687244726585,-5.54878104921787
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-101,-22.4814338679541,-5.28163037151289
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-100,-23.3016885358973,-5.03985652022087
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-99,-24.1440875899781,-4.82279508931679
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-98,-25.0024897037497,-4.62985232364412
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-97,-25.8677041062033,-4.46050517267383
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-96,-26.7264949964732,-4.31430035609403
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-95,-27.560548521165,-4.1908529518478
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-94,-28.3457318455092,-4.08984484644272
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-93,-29.0522573695599,-4.01102327441556
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-92,-29.6465810830376,-3.95419959983124
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-91,-30.09564182781,-3.91924844503383
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-90,-30.372993949337,-3.90610724215257
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-89,-30.4647663013411,-3.91477626548392
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-88,-30.3725886788363,-3.94531919405533
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-87,-30.1119786804104,-3.99786425088135
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-86,-29.7073487718593,-4.07260596689362
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-85,-29.1863487979784,-4.16980762198818
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-84,-28.5756656003932,-4.28980442205091
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-83,-27.8988531911615,-4.43300747817656
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-82,-27.1757047034497,-4.59990866133568
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-81,-26.4224375582774,-4.79108641066259
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-80,-25.6521662110246,-5.00721257349138
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-79,-24.8754013280592,-5.24906034562043
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-78,-24.100487417816,-5.51751335338519
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-77,-23.3339691755891,-5.81357586225663
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-76,-22.5808995281131,-6.13838398869878
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-75,-21.8451026326246,-6.49321759755034
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-74,-21.1294002004791,-6.87951222686401
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-73,-20.4358057056668,-7.29886979572392
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-72,-19.7656892883959,-7.75306584793466
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-71,-19.1199157895067,-8.24404937528114
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-70,-18.4989585437092,-8.7739283508166
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-69,-17.9029918135775,-9.34492913227707
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-68,-17.3319648499836,-9.95930941298506
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-67,-16.7856604829938,-10.6191899606274
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-66,-16.2637409222237,-11.3262460526197
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-65,-15.7657831377999,-12.081159478136
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-64,-15.29130585498,-12.8826695120927
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-63,-14.8397898637965,-13.7259751343817
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-62,-14.4106930413715,-14.6001586040607
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-61,-14.0034612188802,-15.4843448228571
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-60,-13.6175358000667,-16.3428337806418
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-59,-13.2523588518436,-17.1211170423629
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-58,-12.9073762357502,-17.7478523183034
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-57,-12.5820392269767,-18.1498404765762
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-56,-12.2758049703513,-18.2801168751869
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-55,-11.9881360456322,-18.1420618554755
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-54,-11.7184993537001,-17.7875241302956
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-53,-11.4663644875391,-17.2908386454263
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-52,-11.2312017145041,-16.7217925833397
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-51,-11.012479667167,-16.1325230687897
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-50,-10.8096628172811,-15.5566610888266
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-49,-10.6222087898121,-15.0136227801998
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-48,-10.4495655605547,-14.5134036608114
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-47,-10.2911685708743,-14.060257044135
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-46,-10.1464377861002,-13.6551297696906
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-45,-10.0147747197787,-13.2971618062042
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-44,-9.89555944425779,-12.9845723013061
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-43,-9.78814760897298,-12.7151682819408
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-42,-9.69186749152301,-12.4866284550254
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-41,-9.60601711344584,-12.2966551323029
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-40,-9.52986146288605,-12.1430495495523
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-39,-9.4626298804556,-12.0237429928334
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-38,-9.40351368283342,-11.9368025978326
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-37,-9.35166412116284,-11.8804227258525
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-36,-9.3061907979094,-11.8529081486023
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-35,-9.26616069586591,-11.8526525329087
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-34,-9.23059800506563,-11.8781141116301
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-33,-9.19848496519355,-11.9277894991277
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-32,-9.16876396925354,-12.0001860957578
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-31,-9.14034119409188,-12.0937932788935
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-30,-9.11209202901038,-12.2070525201388
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-29,-9.08286855829842,-12.3383266640865
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-28,-9.05150930991355,-12.4858688432019
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-27,-9.0168514042918,-12.6477918899479
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-26,-8.97774512006419,-12.8220396475681
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-25,-8.93307073689354,-13.0063622709227
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-24,-8.88175732500902,-13.1982984165108
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-23,-8.82280293866009,-13.3951680647199
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-22,-8.75529545646613,-13.5940804430214
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-21,-8.67843312170919,-13.7919618829481
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-20,-8.59154369961616,-13.9856081205623
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-19,-8.49410111491368,-14.1717641819162
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-18,-8.38573848264707,-14.3472323035142
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-17,-8.26625660703162,-14.5090042952605
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-16,-8.13562728912152,-14.6544097673245
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-15,-7.99399112941964,-14.7812666568571
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-14,-7.84164989734528,-14.8880168816708
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-13,-7.67905391940394,-14.973829143009
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-12,-7.50678526655595,-15.0386537957001
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-11,-7.32553776232534,-15.0832211421243
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-10,-7.13609496525373,-15.1089831208351
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-9,-6.93930729834059,-15.1180069785989
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-8,-6.73606941600598,-15.1128359617394
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-7,-6.52729873939914,-15.0963349695059
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-6,-6.31391588298508,-15.0715383153001
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-5,-6.09682746894047,-15.041513135422
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-4,-5.87691160646931,-15.0092469959068
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,90,94.5545,0.65,2.05,95.5823,-3,-5.65500611941948,-14.9775632531091
